type;skz;desc;coords;street;zip;city;keeper;classes;pupils;male;female;score;AHS-Unterstufe;Neue Mittelschule an AHS;Neue Mittelschule an Hauptschulen;Sonderschulen;Sonst. allgemeinbild. (Statut)Schulen;Wiederholung der Schulstufe im gleichen Schultyp
VS;302091;Volksschule;1741120.84,6144871.95;Viehofen,Austinstraße 27;3107;Sankt Pölten-Viehofen;öffentl.;4;90;51;39;0.05952380952380952;3;;17;;;
VS;322011;Volksschule;1724324.89,6242760.96;Aigen 37;3814;Ludweis-Aigen;öffentl.;2;30;15;15;0.05952380952380952;1;;2;;;
VS;417271;Volksschule;1520291.26,6122494.99;Schulstraße 1;4901;Ottnang am Hausruck;öffentl.;7;90;51;39;0.05952380952380952;3;;24;;;
VS;920161;Volksschule;1824565.76,6146059.23;Engerthstraße 134;1200;Wien;öffentl.;11;240;126;114;0.05952380952380952;8;;29;;;
VS;204461;Volksschule Magdalensberg;1605440.49,5889032.77;Neues Forum 2;9064;Magdalensberg;öffentl.;10;181;88;93;0.05919494869771112;6;;14;;;
VS;920141;Volksschule;1823770.92,6147117.59;Durchlaufstraße 23;1200;Wien;öffentl.;9;181;95;86;0.05919494869771112;6;;25;1;;2
VS;910151;Volksschule;1824139.92,6135406.32;Laimäckergasse 17;1100;Wien;öffentl.;29;666;354;312;0.05898755898755898;22;;85;1;;9
VS;621281;Volksschule;1707143.07,6001080.14;Kirchdorf 14;8132;Pernegg an der Mur;öffentl.;5;91;50;41;0.05886970172684458;3;;2;;;1
VS;802271;Volksschule;1068084.06,6018587.3;Rheinstraße 16;6974;Gaißau;öffentl.;5;91;42;49;0.05886970172684458;3;;10;;;
VS;504011;Volksschule;1494726.02,6003890.9;Schulstrasse 2;5541;Altenmarkt im Pongau;öffentl.;12;213;108;105;0.05868544600938967;7;;44;;;
VS;305091;Volksschule;1641859.53,6104346.77;Böhlerwerk, Waidhofnerstraße 42;3333;Sonntagberg;öffentl.;4;61;33;28;0.058548009367681494;2;;14;1;;
VS;601071;Volksschule Fischerau;1715739.86,5957437.27;Augasse 81;8051;Graz-Gösting;öffentl.;10;214;93;121;0.058411214953271014;7;;26;;;1
VS;701081;Volksschule;1267879.49,5984371.74;Franz-Fischer-Straße 38;6020;Innsbruck;öffentl.;11;214;119;95;0.058411214953271014;7;;7;;;1
VS;921081;Volksschule;1824468.06,6150277.83;Dunantgasse 2;1210;Wien;öffentl.;13;306;153;153;0.05835667600373483;10;;51;;;3
VS;922191;Volksschule;1831998.88,6149735.07;Mira-Lobe-Weg 4;1220;Wien;öffentl.;14;306;151;155;0.05835667600373483;10;8;39;;;1
VS;401171;Volksschule 33 Dorfhalleschule;1593639.96,6155496.23;Franckstraße 70;4020;Linz;öffentl.;13;276;138;138;0.058229813664596265;9;;39;;;1
VS;418181;Volksschule;1570587.86,6122821.63;Schulstraße 3;4621;Sipbachzell;öffentl.;8;154;66;88;0.05797773654916511;5;;9;;;
VS;907011;Volksschule;1819145.75,6141196.46;Neustiftgasse 98-102;1070;Wien;öffentl.;10;216;107;109;0.057870370370370364;7;9;25;1;;1
VS;104021;Volksschule Burgauberg-Neudauberg;1794912.69,5967443.41;Höhenstraße 4;8291;Burgauberg;öffentl.;4;62;30;32;0.057603686635944694;2;;13;;;1
VS;108051;Volksschule;1824973.74,6025856.91;Schulgasse;7372;Draßmarkt;öffentl.;2;31;16;15;0.057603686635944694;1;;8;;;
VS;108081;Volksschule;1843114.7,6030130.91;Schulstraße 3;7304;Großwarasdorf;öffentl.;2;31;15;16;0.057603686635944694;1;;9;;;
VS;109481;Volksschule;1808631.04,5982948.42;Rotenturm an der Pinka 270;7501;Rotenturm an der Pinka;öffentl.;2;31;16;15;0.057603686635944694;1;;14;;;
VS;207461;Volksschule;1560815.64,5875174.25;Wildparkweg 9;9232;Rosegg;öffentl.;5;62;40;22;0.057603686635944694;2;;8;;;
VS;210501;Volksschule;1564855.48,5913466.94;Sirnitz, Kirchplatz 3;9571;Albeck;öffentl.;2;31;21;10;0.057603686635944694;1;;9;;;
VS;316011;Volksschule Schulverband mit 316221;1870138.73,6214787.18;Altlichtenwarth 430;2144;Altlichtenwarth;öffentl.;2;31;15;16;0.057603686635944694;1;;12;1;;
VS;318011;Volksschule;1796663.46,6062578.52;Kirchenplatz 9;2624;Breitenau;öffentl.;4;62;35;27;0.057603686635944694;2;;6;;;
VS;325111;Volksschule;1714838.49,6228206.64;Hauptstraße 48;3800;Göpfritz an der Wild;öffentl.;4;62;33;29;0.057603686635944694;2;;11;1;;
VS;415201;Volksschule;1609183.09,6088320.11;Schulstraße 5;4462;Reichraming;öffentl.;4;62;33;29;0.057603686635944694;2;;15;;;
VS;601741;Volksschule St. Leonhard;1720728.2,5954549.14;Elisabethstraße 56;8010;Graz;öffentl.;8;124;61;63;0.057603686635944694;4;;2;;;1
VS;622161;Volksschule;1787106.91,5946216.31;Übersbach 154;8362;Fürstenfeld;öffentl.;2;31;17;14;0.057603686635944694;1;;1;;;
VS;702081;Volksschule;1208631.46,5980523.64;Ötztal-Bahnhof, Waldstraße 13;6430;Haiming;öffentl.;6;93;56;37;0.057603686635944694;3;;14;;;1
VS;418101;Volksschule 1 Dr Renner Schule;1570067.79,6138920.47;Dr.Karl Renner Straße 22;4614;Marchtrenk;öffentl.;17;375;197;178;0.05714285714285714;12;;36;;;2
VS;418211;Volksschule Dr. Anton Eiselsberg-Schule;1560650.32,6126042.74;Kirchenplatz 1;4641;Steinhaus;öffentl.;7;125;63;62;0.05714285714285714;4;;5;;;
VS;318381;Volksschule;1800305.88,6061661.1;Pittener Straße 94;2625;Schwarzau am Steinfeld;öffentl.;6;94;40;54;0.05699088145896655;3;;8;3;;
VS;903131;Volksschule des Schulvereines Komensky;1824442.33,6140167.93;Sebastianplatz 3;1030;Wien;privat;8;157;82;75;0.05686988171064604;5;37;;;1;
VS;207601;Private Evangelische Volksschule auf Basis der Montessoripädagogik der Evangelischen Stiftung der Gräfin Elvine de la Tour;1543936.46,5886721.35;Niederdorfer Straße 36;9521;Treffen am Ossiacher See;privat;4;63;31;32;0.05668934240362811;2;;12;;;
VS;313041;Volksschule;1747795.57,6177743.44;Schulsiedlung 1;3494;Gedersdorf;öffentl.;4;63;38;25;0.05668934240362811;2;;2;;;
VS;410221;Volksschule;1596155.94,6133446.56;Schulstraße 1;4491;Niederneukirchen;öffentl.;7;126;70;56;0.05668934240362811;4;;15;;;
VS;611331;Dr.-Friedrich-Niederl-Volksschule;1660350.42,6006822.23;Hochstraße 18;8773;Kammern im Liesingtal;öffentl.;4;63;32;31;0.05668934240362811;2;;2;;;
VS;703321;Volksschule;1248092.05,5976947.82;Sellrain 77;6181;Sellrain;öffentl.;4;63;26;37;0.05668934240362811;2;;14;;;
VS;801011;Volksschule;1102927.79,5957263.44;Dorf 10;6781;Bartholomäberg;öffentl.;4;63;37;26;0.05668934240362811;2;;15;;;
VS;407301;Volksschule Pamet;1554481.17,6101469.31;Pametstraße 2;4655;Vorchdorf;öffentl.;6;95;55;40;0.05639097744360902;3;;20;;;
VS;415211;Volksschule;1579358.34,6117650.53;Schulstraße 1;4532;Rohr im Kremstal;öffentl.;5;95;52;43;0.05639097744360902;3;;2;;;
VS;104051;Volksschule;1809516.98,5953111.23;Schulstraße 3;7542;Gerersdorf bei Güssing;öffentl.;2;32;18;14;0.055803571428571425;1;;2;;;
VS;205261;Volksschule Hüttenberg;1619792.13,5931803.83;Knappenbergerstraße 5;9375;Hüttenberg;öffentl.;2;32;19;13;0.055803571428571425;1;;3;;;
VS;209071;Volksschule;1648889.67,5893597.07;Granitztal-Weißenegg 85;9470;St. Paul im Lavanttal;öffentl.;2;32;20;12;0.055803571428571425;1;;1;;;
VS;316151;Volksschule;1833564.54,6167406.49;Am Sandgraben 1;2203;Großebersdorf;öffentl.;4;64;41;23;0.055803571428571425;2;;9;;;
VS;322261;Volksschule;1701991.77,6235105.06;Schulstraße 3;3841;Windigsteig;öffentl.;2;32;12;20;0.055803571428571425;1;;1;;;
VS;415171;Volksschule Mühlbach;1601819.56,6102574.62;Mühlbachstraße 31;4451;Garsten;öffentl.;2;32;18;14;0.055803571428571425;1;;2;;;
VS;612501;Volksschule;1540500.7,6012065.88;Assach-Unterdorf 19;8966;Aich;öffentl.;2;32;19;13;0.055803571428571425;1;;11;;;
VS;705281;Volksschule;1339719.71,6038814.39;Landl 52;6335;Thiersee;öffentl.;2;32;18;14;0.055803571428571425;1;;1;;;
VS;707141;Volksschule;1421603.71,5916642.07;Grafendorf 44;9900;Gaimberg;öffentl.;2;32;23;9;0.055803571428571425;1;;1;;;
VS;801381;Volksschule;1098231.8,5960487.27;Montafonerstraße 62;6771;St. Anton im Montafon;öffentl.;2;32;16;16;0.055803571428571425;1;;3;;;
VS;804221;Volksschule;1080288.67,5985683.03;Grabenstallstraße 1;6830;Laterns;öffentl.;2;32;23;9;0.055803571428571425;1;;2;;;
VS;804351;Volksschule;1076986.09,5991561.98;Hauptstraße 27;6836;Viktorsberg;öffentl.;2;32;16;16;0.055803571428571425;1;;2;;;
VS;502121;Volksschule;1469670.2,6047719.38;Berneggweg 191;5423;Sankt Koloman;öffentl.;6;97;48;49;0.05522827687776141;3;;14;;;
VS;705491;Volksschule II;1343583.33,6021937.99;Michael-Unterguggenberger-Straße 6;6300;Wörgl;öffentl.;13;259;127;132;0.055157198014340866;8;;32;2;;1
VS;418231;Volksschule;1572421,6133944.68;Gemeindeplatz 3;4616;Weißkirchen an der Traun;öffentl.;8;162;80;82;0.05511463844797177;5;;10;;;
VS;106181;Volksschule;1818790.61,6063491.94;Bahnstraße 4;7203;Wiesen;öffentl.;4;65;41;24;0.054945054945054944;2;;6;;;
VS;204151;Volksschule;1610546.77,5879574.14;C.-Holzmeister-Straße 34;9131;Grafenstein;öffentl.;8;130;68;62;0.054945054945054944;4;;6;;;
VS;408151;Volksschule;1542612.58,6136167.48;Innbachstraße 67;4633;Kematen am Innbach;öffentl.;4;65;38;27;0.054945054945054944;2;;10;;;
VS;417321;Volksschule;1535858.18,6114204.31;Rüstorf 68;4690;Rüstorf;öffentl.;8;130;61;69;0.054945054945054944;4;;10;;;
VS;702261;Volksschule;1213369.55,5975445.42;Schulweg 1;6433;Oetz;öffentl.;4;65;29;36;0.054945054945054944;2;;19;;;
VS;405021;Volksschule;1560553.06,6167832.41;Bahnhofstraße 4;4082;Aschach an der Donau;öffentl.;6;98;48;50;0.05466472303206996;3;;12;;1;
VS;910011;Volksschule;1823829.11,6131665.8;Ada-Christen-Gasse 9;1100;Wien;öffentl.;14;294;160;134;0.05466472303206996;9;;45;;;1
VS;601241;Volksschule Neufeld;1721117.19,5951293.12;Brucknerstraße 51;8010;Graz;öffentl.;8;164;92;72;0.05444250871080139;5;;21;;;
VS;923031;Volksschule II (Prückelmayrgasse 6);1812736.25,6130965.27;dzt. p.A.: Breitenfurter Straße 170;1230;Wien;öffentl.;17;394;212;182;0.054387237128353874;12;25;35;;;9
VS;103081;Volksschule;1854814.05,6066409.01;Eschengasse 27;7072;Mörbisch am See;öffentl.;4;66;29;37;0.05411255411255411;2;;3;;;
VS;107041;Volksschule;1904458.22,6108061.33;Neubaugasse 27;2423;Deutsch Jahrndorf;öffentl.;2;33;13;20;0.05411255411255411;1;;2;1;;2
VS;205161;Volksschule;1590772.38,5921651.06;Dr.-Schnerich-Straße 8;9342;Gurk;öffentl.;2;33;21;12;0.05411255411255411;1;;7;;;
VS;206171;Volksschule;1430399.84,5947963.39;Hof 79;9844;Heiligenblut am Großglockner;öffentl.;2;33;19;14;0.05411255411255411;1;;1;;;
VS;206381;Volksschule;1443652.19,5901271.28;Schulgasse 6;9781;Oberdrauburg;öffentl.;2;33;18;15;0.05411255411255411;1;;8;;;
VS;309231;Volksschule;1672430.65,6236152.7;Schulgasse 156;3945;Hoheneich;öffentl.;2;33;17;16;0.05411255411255411;1;;2;;;
VS;310241;Volksschule;1802469.81,6211743.12;Nappersdorf 152;2023;Nappersdorf-Kammersdorf;öffentl.;2;33;16;17;0.05411255411255411;1;;1;;;
VS;404571;Volksschule;1456826.01,6128411.84;Pischelsdorf am Engelbach 50;5233;Pischelsdorf am Engelbach;öffentl.;4;66;29;37;0.05411255411255411;2;;10;;;
VS;418011;Volksschule;1535157.66,6125077.86;Aichkirchen 18;4671;Aichkirchen;öffentl.;2;33;21;12;0.05411255411255411;1;;7;;;
VS;418051;Angelika-Putzer-Hatschek Volksschule;1553058.96,6121217.28;Schulsrtaße 14;4652;Fischlham;öffentl.;4;66;40;26;0.05411255411255411;2;;12;;;
VS;505081;Volksschule;1524824.92,5955042.8;Schulgasse 153;5581;Sankt Margarethen im Lungau;öffentl.;2;33;18;15;0.05411255411255411;1;;3;;;1
VS;603121;Volksschule;1680815.15,5923950.98;Kloster 42;8530;Deutschlandsberg;öffentl.;2;33;11;22;0.05411255411255411;1;;1;;;
VS;701021;Volksschule;1269469.47,5986097.86;Jahnstraße 5;6020;Innsbruck;öffentl.;8;132;76;56;0.05411255411255411;4;;7;;;
VS;704101;Volksschule;1351817.55,6019077.69;Dorfplatz 3;6305;Itter;öffentl.;2;33;13;20;0.05411255411255411;1;;7;;;
VS;709441;Volksschule;1295895.25,5994682.32;Kirchstraße 9;6123;Terfens;öffentl.;4;66;37;29;0.05411255411255411;2;;11;;;
VS;911131;Volksschule;1833510.86,6132733.38;Hoefftgasse 7;1110;Wien;öffentl.;9;166;88;78;0.053786574870912214;5;1;27;1;;4
VS;318251;Volksschule;1801945.2,6060104.35;Auf der Schmelz 62;2823;Pitten;öffentl.;7;133;74;59;0.053705692803437156;4;;9;;;
VS;306371;Volksschule;1819046.91,6106153.21;Kirchengasse 5;2521;Trumau;öffentl.;9;167;74;93;0.053464499572284;5;;24;;;1
VS;207051;Volksschule;1522863.93,5881216.81;Bleiberger Straße 44;9530;Bad Bleiberg;öffentl.;4;67;30;37;0.053304904051172705;2;;13;;;
VS;310131;Volksschule;1796105.94,6225882.27;Volksschulsiedlung 2;2061;Hadres;öffentl.;4;67;29;38;0.053304904051172705;2;;9;;;1
VS;319331;Volksschule;1731982.41,6146741.1;Schulstraße 4;3110;Neidling;öffentl.;4;67;30;37;0.053304904051172705;2;;16;;;
VS;418141;Volksschule;1540901.51,6128353.04;Pennewang 7;4624;Pennewang;öffentl.;4;67;35;32;0.053304904051172705;2;;3;;;
VS;702331;Volksschule;1209145.47,5975890.6;Kirchblickweg 2;6432;Sautens;öffentl.;4;67;34;33;0.053304904051172705;2;;12;;;
VS;709011;Volksschule;1303094.68,6028616.17;Achenkirch 377a;6215;Achenkirch;öffentl.;4;67;36;31;0.053304904051172705;2;;15;;;1
VS;204161;Volksschule Gurnitz;1602830.08,5878722.61;Zell, Niederdorfer Straße 8;9065;Ebenthal in Kärnten;öffentl.;10;168;91;77;0.05314625850340135;5;;14;;;
VS;921141;Volksschule;1830601.04,6152184.5;Pastorstraße 29;1210;Wien;öffentl.;14;269;157;112;0.05310674455655868;8;;49;2;;
VS;501191;Volksschule Taxham;1447650.27,6075326.8;Otto-von-Lilienthal-Straße 1;5020;Salzburg;öffentl.;14;303;164;139;0.053041018387553034;9;;40;1;;
VS;308201;Volksschule;1872633.57,6144556.65;Stift Melk-Gasse 2;2291;Lassee;öffentl.;8;135;76;59;0.05291005291005291;4;1;15;;;1
VS;108211;Volksschule;1832479.39,6038766.7;Mühlgasse 4;7322;Lackenbach;öffentl.;2;34;22;12;0.05252100840336134;1;;1;;;
VS;205171;Volksschule;1615320.28,5923964.59;Silbereggerstraße 5;9334;Guttaring;öffentl.;4;68;32;36;0.05252100840336134;2;;12;;;
VS;207131;Volksschule;1530451.81,5905850.01;Schulstraße 26;9544;Feld am See;öffentl.;2;34;17;17;0.05252100840336134;1;;2;;;
VS;316441;Volksschule;1881649.23,6214804.16;Hauptstraße 73;2274;Rabensburg;öffentl.;2;34;16;18;0.05252100840336134;1;;2;;;1
VS;325031;Volksschule;1721686.94,6211280.3;Altpölla 50;3593;Pölla;öffentl.;2;34;14;20;0.05252100840336134;1;;2;;;
VS;416071;Volksschule;1569752.93,6161395.84;Schulstraße 4;4102;Goldwörth;öffentl.;2;34;15;19;0.05252100840336134;1;;1;;;
VS;603411;Volksschule;1686567.36,5913428.84;Trahütten / Nikolausweg 1;8530;Deutschlandsberg;öffentl.;2;34;22;12;0.05252100840336134;1;;1;;1;
VS;623131;Volksschule;1772876.82,5928179.11;Gossendorf 23;8330;Feldbach;öffentl.;2;34;19;15;0.05252100840336134;1;;3;;;
VS;703221;Volksschule;1250292.01,5980310.76;Aigling 1;6173;Oberperfuss;öffentl.;2;34;17;17;0.05252100840336134;1;;1;;;
VS;707361;Volksschule Nussdorf;1425216.74,5915359.27;Nussdorf 13;9990;Nussdorf-Debant;öffentl.;2;34;17;17;0.05252100840336134;1;;2;;;
VS;801521;Volksschule;1089209.18,5977289.78;Jagdbergstraße 31;6721;Thüringerberg;öffentl.;2;34;16;18;0.05252100840336134;1;;1;;;
VS;804271;Volksschule;1069803.26,5987775.39;Brederis, Kirchstraße 14;6830;Rankweil;öffentl.;4;68;35;33;0.05252100840336134;2;;19;;;
VS;401111;Volksschule 21 Spallerhofschule;1591857.39,6152594.27;Tungassingerstraße 23;4020;Linz;öffentl.;10;206;104;102;0.052011095700416086;6;;31;;;1
VS;418081;Volksschule;1553590.46,6140753.92;Krenglbacherstraße 21;4631;Krenglbach;öffentl.;8;172;86;86;0.05191029900332225;5;;20;;;
VS;106191;Volksschule;1831645.82,6068002.19;Hauptstraße 103;7023;Zemendorf-Stöttera;öffentl.;4;69;37;32;0.05175983436853002;2;;9;;;
VS;205241;Volksschule;1612583.91,5915753.24;Schulstraße 1;9321;Kappel am Krappfeld;öffentl.;4;69;37;32;0.05175983436853002;2;;14;;;
VS;323051;Volksschule;1822152.05,6086647.45;Hauptstraße 1;2490;Ebenfurth;öffentl.;8;138;64;74;0.05175983436853002;4;;15;;;1
VS;405131;Volksschule;1562434.5,6148855.64;Scharten 39;4612;Scharten;öffentl.;8;138;57;81;0.05175983436853002;4;;10;;;
VS;409181;Volksschule;1576541.76,6102271.68;Hauptstraße 45;4542;Nußbach;öffentl.;6;104;43;61;0.05151098901098901;3;;17;;;
VS;418041;Volksschule;1556416.23,6113857.08;Am Schulberg 2;4653;Eberstalzell;öffentl.;8;139;78;61;0.051387461459403906;4;;29;;;
VS;108421;Volksschule;1840626.56,6035096.53;Jägerzeile 4;7321;Raiding;öffentl.;2;35;18;17;0.0510204081632653;1;;2;;;
VS;109401;Volksschule;1804610.72,5999584.11;Schulweg 4;7432;Oberschützen;öffentl.;4;70;43;27;0.0510204081632653;2;;9;;;1
VS;316141;Volksschule;1825475.9,6209741.86;Gnadendorf 106;2152;Gnadendorf;öffentl.;2;35;21;14;0.0510204081632653;1;;1;;;
VS;316391;Volksschule;1845424.25,6234486.12;Ottenthal 94;2163;Ottenthal;öffentl.;2;35;16;19;0.0510204081632653;1;;3;;;
VS;318481;Volksschule;1784147.6,6057155.05;Bundesstraße 36;2632;Wimpassing im Schwarzatale;öffentl.;4;70;38;32;0.0510204081632653;2;;4;;;1
VS;321271;Volksschule;1761110.25,6159986.69;Reidling, Kirchengasse 8;3454;Sitzenberg-Reidling;öffentl.;6;105;52;53;0.0510204081632653;3;;13;;;
VS;409101;Volksschule;1575888.87,6078913.13;Klaus an der Pyhrnbahn 80;4564;Klaus an der Pyhrnbahn;öffentl.;2;35;17;18;0.0510204081632653;1;;2;;;
VS;412261;Volksschule;1495381.87,6159326.73;Ort im Innkreis 112;4974;Ort im Innkreis;öffentl.;4;70;41;29;0.0510204081632653;2;;12;;;
VS;413441;Volksschule;1569785.44,6201955.63;Sankt Stefan am Walde 28;4170;St. Stefan-Afiesl;öffentl.;2;35;25;10;0.0510204081632653;1;;2;;;
VS;417121;Volksschule;1495237.01,6110594.94;Fornach 40;4892;Fornach;öffentl.;4;70;28;42;0.0510204081632653;2;;11;;;
VS;502041;Volksschule;1457139.72,6051304.09;Bad Dürrnberg, Rupertusplatz 3;5422;Hallein;öffentl.;4;70;41;29;0.0510204081632653;2;;2;;;
VS;603331;Volksschule;1697468.32,5902230.5;Sankt Peter im Sulmtal 25;8542;Sankt Peter im Sulmtal;öffentl.;2;35;15;20;0.0510204081632653;1;;2;;;
VS;621031;Volksschule Breitenau;1717734.05,6006444.98;St. Jakob 32;8614;Breitenau am Hochlantsch;öffentl.;4;70;34;36;0.0510204081632653;2;;3;;;
VS;622171;Volksschule Sonnhofen;1758172.77,5998417.64;Köppelreith 52;8225;Pöllau;öffentl.;2;35;19;16;0.0510204081632653;1;;8;;;
VS;622211;Volksschule;1791901.52,5969784.65;Schulgasse 2;8292;Neudau;öffentl.;4;70;40;30;0.0510204081632653;2;;12;;;1
VS;622481;Volksschule Saifen-Boden;1758568.53,5995159.24;Obersaifen 223;8225;Pöllau;öffentl.;2;35;21;14;0.0510204081632653;1;;2;;;
VS;623391;Volksschule;1775053.62,5907328.29;Tieschen 74;8355;Tieschen;öffentl.;2;35;26;9;0.0510204081632653;1;;9;;;1
VS;702201;Volksschule Mils bei Imst;1188118.51,5975561.06;Reitle 4;6493;Mils bei Imst;öffentl.;2;35;21;14;0.0510204081632653;1;;1;;;
VS;902081;Volksschule;1826184.36,6143616.33;Schönngasse 2;1020;Wien;öffentl.;10;210;104;106;0.0510204081632653;6;1;33;2;;1
VS;922171;Volksschule;1834850.02,6146780.75;Pirquetgasse 6b;1220;Wien;öffentl.;16;350;183;167;0.0510204081632653;10;28;38;;;1
VS;417331;Volksschule;1525981.82,6102605.97;Schulstraße 1;4845;Rutzenmoos;öffentl.;8;106;52;54;0.05053908355795148;3;;2;;;
VS;501171;Volksschule Campus Mirabell;1452158.96,6074751.15;Faberstraße 8;5020;Salzburg;öffentl.;12;212;102;110;0.05053908355795148;6;;24;2;;2
VS;205321;Volksschule;1602348.64,5916392.69;Carl-Auer-von-Welsbach-Straße 7;9312;Meiselding;öffentl.;4;71;33;38;0.05030181086519114;2;;13;;;
VS;207161;Volksschule;1543846.25,5871592.05;Marktstraße 17;9584;Finkenstein am Faaker See;öffentl.;5;71;38;33;0.05030181086519114;2;;2;;;
VS;207571;Volksschule;1527957.4,5890125.77;Schulstraße 6;9721;Weißenstein;öffentl.;4;71;35;36;0.05030181086519114;2;;2;;;
VS;323061;Volksschule;1816437.32,6082932.28;Hauptstraße 72;2492;Eggendorf;öffentl.;4;71;37;34;0.05030181086519114;2;;4;;;1
VS;325601;Private Volksschule des Vereins für Franziskanische Bildung;1688722.43,6208617.54;Klosterstraße 10;3910;Zwettl-Niederösterreich;privat;4;71;32;39;0.05030181086519114;2;;4;1;;
VS;416211;Volksschule;1597236.5,6183528.16;Glashüttenstraße 2;4204;Reichenau im Mühlkreis;öffentl.;6;107;60;47;0.050066755674232306;3;;17;;;
VS;107231;Volksschule;1885417.97,6070918.09;Kirchenplatz 1;7161;Sankt Andrä am Zicksee;öffentl.;2;36;18;18;0.049603174603174593;1;;8;;;
VS;108401;Volksschule;1820066.24,6013713.54;Schulgasse 1;7441;Pilgersdorf;öffentl.;4;72;34;38;0.049603174603174593;2;;7;;;
VS;206631;Volksschule;1433866.86,5920646.42;Winklern 80;9841;Winklern;öffentl.;2;36;22;14;0.049603174603174593;1;;7;;;
VS;305111;Volksschule;1612214.68,6127964.12;Hauptstraße 19;4432;Ernsthofen;öffentl.;4;72;33;39;0.049603174603174593;2;;12;;;
VS;305391;Volksschule;1617855.24,6135856.9;Hauptplatz 9;4300;St. Valentin;öffentl.;8;144;74;70;0.049603174603174593;4;;28;;;
VS;308181;Volksschule;1854282.63,6184076.73;Marktplatz 38;2223;Hohenruppersdorf;öffentl.;2;36;12;24;0.049603174603174593;1;;8;;;
VS;315191;Volksschule;1694518.69,6143376.5;Schulstraße 2;3660;Klein-Pöchlarn;öffentl.;2;36;16;20;0.049603174603174593;1;;3;;;1
VS;316581;Volksschule;1839738.84,6181419.09;Traunfeld, Hauptstraße 63;2123;Hochleithen;öffentl.;2;36;12;24;0.049603174603174593;1;;2;;;
VS;319591;Volksschule;1728722,6125904.79;Kirchenstraße 21;3205;Weinburg;öffentl.;4;72;37;35;0.049603174603174593;2;;13;;;
VS;325011;Volksschule;1705816.95,6223834.58;Schulstraße 1;3804;Allentsteig;öffentl.;2;36;22;14;0.049603174603174593;1;;8;2;;
VS;325451;Volksschule;1695413.2,6184701.85;Schulgasse 3;3525;Sallingberg;öffentl.;2;36;20;16;0.049603174603174593;1;;15;;;
VS;415121;Volksschule;1609181.12,6098818.69;Kirchenplatz 7;4461;Laussa;öffentl.;2;36;15;21;0.049603174603174593;1;;18;;;
VS;416091;Volksschule;1580382.06,6170334.02;Linzerstraße 19;4201;Gramastetten;öffentl.;9;180;105;75;0.049603174603174593;5;;25;;;
VS;417521;Private Volksschule des Vereins für Franziskanische Bildung;1520095.69,6108016.25;Graben 13;4840;Vöcklabruck;privat;5;108;50;58;0.049603174603174593;3;;21;;;1
VS;501161;Volksschule Pestalozzi-Volkschule;1451798.2,6076162.47;Pestalozzistraße 4;5020;Salzburg;öffentl.;11;180;84;96;0.049603174603174593;5;;19;;;
VS;610361;Volksschule;1739503.14,5894887.08;Schlossgasse 3;8472;Spielfeld;öffentl.;2;36;18;18;0.049603174603174593;1;;2;;;
VS;622401;Volksschule;1759181.46,5982032.59;Stubenberg 149;8223;Stubenberg;öffentl.;4;72;32;40;0.049603174603174593;2;;12;;;
VS;702241;Volksschule;1216599.27,5990729.86;Unterstrass 255;6416;Obsteig;öffentl.;4;72;33;39;0.049603174603174593;2;;7;;;
VS;313521;Volksschule;1751717.11,6185798.52;Straß 32;3491;Straß im Straßertale;öffentl.;4;73;35;38;0.04892367906066535;2;;2;;;2
VS;405111;Volksschule Rockersberg;1556014.88,6154496.42;Limberg 16;4070;Hinzenbach;öffentl.;4;73;50;23;0.04892367906066535;2;;3;;;
VS;503261;Volksschule;1478300.27,6101580.2;Irrsdorfer Kirchenstraße 11;5204;Straßwalchen;öffentl.;4;73;46;27;0.04892367906066535;2;;4;1;;
VS;606501;Volksschule Übelbach;1696263.15,5978939.25;Gleinalmstraße 120;8124;Übelbach;öffentl.;4;73;42;31;0.04892367906066535;2;;19;;;
VS;612171;Volksschule;1588252.08,6028726.37;Lassing 35;8903;Lassing;öffentl.;4;73;45;28;0.04892367906066535;2;;3;;;
VS;411111;Volksschule;1606023.36,6152404.96;Europaweg 3;4225;Luftenberg an der Donau;öffentl.;10;183;101;82;0.04879000780640124;5;;32;1;;
VS;501051;Volksschule Lehen II;1450455.08,6076095.76;Nelkenstraße 7;5020;Salzburg;öffentl.;11;220;106;114;0.0487012987012987;6;;31;;;
VS;418161;Volksschule Sattledt;1564720.16,6118889.16;Schulstraße 11;4642;Sattledt;öffentl.;9;147;67;80;0.048590864917395525;4;;17;2;;
VS;103191;Volksschule;1843179.23,6076015.89;DDr. Stefan Laszlo-Platz 2;7061;Trausdorf an der Wulka;öffentl.;6;74;47;27;0.04826254826254826;2;;10;;;
VS;108171;Volksschule;1825043.76,6040185.08;Badgasse 12;7332;Kobersdorf;öffentl.;2;37;12;25;0.04826254826254826;1;;9;1;;
VS;205341;Volksschule;1606082.24,5928015.78;Hirter Straße 1;9322;Micheldorf;öffentl.;2;37;20;17;0.04826254826254826;1;;8;;;
VS;303031;Volksschule;1655531.66,6106181.34;Mostviertler Höhenstraße 4;3340;Waidhofen an der Ybbs;öffentl.;2;37;23;14;0.04826254826254826;1;;1;;;
VS;305291;Volksschule;1650102.77,6086466.11;Hauslehen 23;3342;Opponitz;öffentl.;2;37;25;12;0.04826254826254826;1;;9;;;
